Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
Moby-Dick,9780141198958,36.0,"Melville, Herma",Penguin,,New York,683,813.3,0,0,0,,Literature
Negotiation Genius,9780553384116,53.0,Deepak Malhotra & Max Bazerman,Bantam,2008-08-26,美国,,658.40,1,0,1,0.02,Science
Noise: A Flaw in Human Judgment,9780316266659,73.0,Daniel Kahneman,"Little, Brown US",2021-05-18,美国,,153.83,1,0,1,6.13,General / Misc
Northanger Abbey,9781853260438,0.0,"Austen, Jane, 1775-1817; Butler, Marilyn",Wordsworth Classics,,,,823.7,0,0,0,,Literature
"Olive, Again: A Novel",9780812996548,131.0,"Strout, Elizabeth",Random House,1900-01-01,,304 页, 813.54,1,0,1,22.65,Literature
One of Us Is Lying,9781524764722,42.0,Karen M. McManus,Delacorte Press,2017-05-30,美国,,813.6,0,0,0,,Literature
"Oxford IB Diploma Programme: IB Mathematics: analysis and approaches, Higher Level, Print and Enhanced Online Course Book Pack",9780198427179,570.0,Jennifer Chang Wathall,,,,,IB-5-M-1,0,0,0,,Mathematics
Paper Towns,9780142414934,148.0,John Green,Speak,2009.09,USA,,813.6,1,0,1,59.81,Literature
Pearson Baccalaureate Standard Level Chemistry,9781447959069,298.0,"Catrin Brown,Mike Ford",Pearson,2014      ,U.K.,656p.     ,IB-4-CH-3,0,0,0,,Science
Penguin Great Ideas : Common Sense,9780141018904,26.0,Thomas Paine,penguin uk,2004-09-02,英国,,320.01,1,0,1,48.08,Social Sciences
Penguin Vitae: The Age of Innocence,9780143134817,77.0,Edith Wharton,Penguin USA,2021-02-23,美国,,813.52,2,0,2,22.01,Literature
Philosophy of law : a very short introduction,9780199687008,66.0,"Wacks, Raymond; Wacks, Raymond",Oxford University Press,2014,New York,150,340.1,0,0,0,,Social Sciences
Physics for the IB Diploma Standard and Higher Level:Fifth edition,9780521138215,353.0,K.A.Tsokos,cambridge,          ,New York,836页     ,IB-4-PH-5,0,0,0,,Science
Physics for the IB Diploma Study and Revision Guide,9781471899720,221.0,John Allum,Hodder Education,2017      ,London,226p.     ,IB-4-PH-5,0,0,0,,Science
Physics-Giancoli,9780130606204,695.0,Douglas C.Giancoli,Pearson,2005      ,,946页     ,IB-4-PH-5,0,0,0,,Science
Pride and Prejudice,9781853260001,25.0,Jane austen著,Complete and unabridged,2007,Landon,265页,823.7,0,0,0,,Literature
"Princeton Review AP Calculus BC Prep, 222",9780525570806,86.0,David S. Kahn,The Princeton Review,2021,USA,740,IB-5-M-3,0,0,0,,Mathematics
Project Hail Mary,9780593355275,65.0,Andy Weir,Ballantine Books,2021-05-04,美国,,813.6,1,0,1,22.85,Literature
Range: Why Generalists Triumph in a Specialized World,9780593084496,68.0,David Epstein,Riverhead Books,2019-05-28,美国,,153.9,1,0,1,18.14,General / Misc
Raphael,9783836532426,110.0,"Thoenes, Christof",Taschen,2016-06-07,,96,700,0,0,0,,Arts
Rebecca,9781844080380,74.0,"Du Maurier, Daphne, 1907-1989",Virago Press,2003,UK,441,823.912,1,0,1,24.84,Literature
Rhetoric: A Very Short Introduction,9780199651368,48.0,"Toye, Richard",Oxford University Press,2013-03-28,英国,,808,1,0,1,40.78,Literature
SSTP IB I SEE Physics-HL＆SL for the IB Diploma,9787547848654,200.0,何妍 (物理学) 主编,上海科学技术出版社,2021,上海,348页 : 图，折图,IB-4-PH-5,0,0,0,,Science
Sex And The City,9780446617680,35.0,Candace Bushnell,Grand Central Publishing,2006-08-01,美国,,813.6,1,0,1,50.78,Literature
Signet Classics: Crime and Punishment,9780451530066,13.0,Fyodor Dostoyevsky,Signet,2006-03-07,美国,,891.733,1,0,1,6.11,Literature
Signet Classics: Dracula,9780451530660,13.0,Bram Stoker,Signet,2007-09-04,美国,,823.8,1,0,1,28.12,Literature
Signet Classics: The Age of Innocence,9780451530882,13.0,Edith Wharton,Signet,2008-03-04,美国,,813.52,2,0,2,43.42,Literature
Signet Classics: The Phantom of the Opera,9780451531872,9.0,Gaston Leroux,Signet,2010-10-05,美国,,843.912,0,0,0,,Literature
Small Pleasures,9781474613903,47.0,Clare Chambers,Orion Publishing Group,2021-04-29,英国,,823.91,0,0,0,,Literature
Sociobiology,9780674002357,239.0,"Wilson, Edward O.",Harvard University Press,2000-04-23,美国,,591.5,0,0,0,,Science
Sophie’s World,9780374530716,66.0,Jostein Gaarder,Macmillan US,2007-03-20,美国,,839.82374,1,0,1,123.96,Literature
"Surely You’re Joking,Mr. Feynman!",9780393355628,84.0,Richard P. Feynman,W. W. Norton & Company,2018-02-06,美国,,530.092,1,0,1,129.85,Science
THE FELLOWSHIP OF THE RING,261102354,80.0,"Tolkien, J. R. R.",出版者不详],          ,[出版地不,531页     ,823.912,0,0,0,,Literature
THE KITE RUNNER,1594480001,116.0,"Hosseini, Khaled",RIVERHEAD BOOKS,          ,NEW YORK,371页     ,813.6,0,0,0,,Literature
TI-Nspire For Dummies,9781118004661,148.0,Jeff McCalla,[出版者不详],2011      ,[出版地不,356页     ,IB-5-M-1,0,0,0,,Mathematics
The Art of Racing in the Rain Intl,9780062023063,70.0,Garth Stein,HARPER COLLINS US BRAND CODE,2010-08-31,,0,813.54,1,0,1,10.74,Literature
The Bell Jar,9780061148514,83.0,"Plath, Sylvia",Harper Perennial,2013-06-11,New York,243,813.54,1,1,2,68.72,Literature
The Black Swan,9780812973815,76.0,Nassim Nicholas Taleb,Random House US,2010-05-11,美国,,003.54,0,0,0,,General / Misc
The Da Vinci Code,9780552161275,39.0,Dan Brown,Random House UK,2009-09-01,英国,,813.54,1,0,1,13.25,Literature
The Double,9781800319370,85.0,"Gosslin, Ann",Legend Press,2021,UK,334,813.6,0,0,0,,Literature
The Flatshare,9781787474413,44.0,Beth OLeary,Quercus Publishing,2020-02-20,英国,,823.92,0,0,0,,Literature
The Great Gatsby,9780743273565,66.0,F. Scott Fitzgerald,SIMON & SCHUSTER,2004-10-01,New York,180,813.52,0,0,0,,Literature
The Hobbit,9780261103344,55.0,"Tolkien, J. R. R.",,,,305,823.912,0,0,0,,Literature
The Human Bone Manual,9780120884674,394.0,"White, Tim D.; Folkens, Pieter A.",Academic Press,2005-07-01,,488 页,611.71,1,0,1,35.04,Science
The Karamazov Brothers (Wordsworth Classics),9781840221862,32.0,Fyodor Dostoevsky,Wordsworth,2010-01-05,英国,,891.73,1,0,1,6.77,Literature
The Martian : a novel,9781785031137,75.0,"Weir, Andy",Penguin,2014,UK,369,813.6,1,0,1,2.97,Literature
The Move to Global War,9781107556287,254.0,Allan Todd,Cambridge University Pre,2015      ,UK.,228p.     ,IB-3-H-3,0,0,0,,Social Sciences
The New Yorker Stories,9781439168752,57.0,Ann Beattie,Simon & Schuster,2011-10-11,美国,,813.54,1,0,1,40.78,Literature
The Personal MBA,9780670919536,65.0,Josh Kaufman,penguin uk,2012-09-06,英国,,650,1,0,1,0.02,Science
The Philosophy of Law: A Very Short Introduction,9780199687008,36.0,Raymond Wacks,Oxford University Press UK,2014-02-27,英国,,340.1,1,0,1,68.19,Social Sciences
The Queens Gambit : Now a Major Netflix Drama,9781474622578,46.0,Walter Tevis,Orion Publishing Group,2020-10-27,英国,,813.54,1,0,1,59.81,Literature
The Secret Barrister : stories of the law and how it's broken,9781509841141,54.0,Secret Barrister,Pan MacMillan,2019,London,373,364.941,0,0,0,,Social Sciences
The Sound and the Fury,9780099475019,28.0,William Faulkner,Random House UK,2009-05-07,英国,,813.52,1,0,1,46.9,Literature
The Tyranny of Merit：Why the Promise of Moving Up is Pulling America Apart,9780141991177,51.0,Michael J. Sandel,penguin uk,2021-09-14,英国,,306.09,0,0,0,,Social Sciences
The Unbearable Lightness of Being,9780571135394,46.0,"Kundera, Milan",,,,, 891.86354,1,0,1,41.16,Literature
The Waves,9781847497819,21.0,"Woolf, Virginia",ALMA BOOKS,2018-12-28,英国,,823.91,0,0,0,,Literature
The complete Persepolis,9780375714832,100.0,"Satrapi, Marjane, 1969-",,,USA,, 955.054,1,0,1,33.98,Social Sciences
The curious incident of the dog in the night-time,9780099470434,60.0,"Haddon, Mark, 1962-",Vintage,2003,London,271,823.92,1,0,1,8.17,Literature
The hobbit,9780261102217,55.0,"Tolkien, J. R. R.,","HarperCollinsPunlishers,",2006      ,London,389 pages ,823.912,1,0,1,24.19,Literature
"The new Avengers : Vol. 8,. Secret invasion book 1",9780785132974,73.0,"Bendis, Brian Michael",,,,,741.5973,1,0,1,59.72,Arts
This Is Shakespeare: How to Read the Worlds Greatest Playwright (Pelican Books),9780241361634,51.0,Emma Smith,Pelican,2020-04-02,英国,,822.33,0,0,0,,Literature
To kill a mockingbird,9780446310789,0.0,"Lee, Harper",rand Central Publishing,1982      ,New York,376p.     ,813.54,0,0,0,,Literature
Under the Knife: A History of Surgery in 28 Remarkable Operations,9781473633681,51.0,Arnold van de Laar,John Murray Publisher,2018-11-01,英国,,617,0,0,0,,Science
"Unnatural selection : choosing boys over girls, and the consequences of a world full of men",9781586488505,164.0,"Hvistendahl, Mara",PublicAffairs,2011      ,New York,314页     ,304.660,0,0,0,,Social Sciences
Watching the English: The International Bestseller Revised and Updated,9781444785203,55.0,Kate Fox,Hodder,2014-10-23,英国,,306.094,1,1,2,55.8,Social Sciences
Waves,9780241372081,55.0,"Woolf, Virginia",Penguin Books Ltd,2019-04-04,,288,823.912,1,0,1,123.96,Literature
Why Didnt They Ask Evans?,9780008196288,36.0,Agatha Christie,Harper Collins UK,2017-04-20,英国,,823.91,1,0,1,9.14,Literature
Wordsworth: Social Contract,9781853267819,20.0,Jean-Jacques Roussea,Wordsworth,1998-03-05,英国,,320.01,1,0,1,38.94,Social Sciences
Workbook for the new I.B.Economics,9780986894404,132.7,Bryce McBride,Croecko Publishing,2011      ,Canada,184页     ,IB-3-EB-8,0,0,0,,Social Sciences
kandinsky,9783836507462,87.0,Hajo Düchting,TASCHEN,2015-11-06,德国,,759.70,1,0,1,0.14,Arts
the five people you meet in heaven,9780751536140,34.0,"Albom, Mitch",SPHERE,          ,,231页     ,813.6,1,0,1,1.98,Literature
一间自己的房间,9787572225482,42.0,（英）吴尔夫著,浙江教育出版社,2021,杭州,"36,282页",I106,1,0,1,41.98,Literature
丁玲小说 梦珂,7532522768,13.4,周伟鸿编选,上海古籍出版社,1997.10   ,上海,205页     ,I246.7,1,0,1,75.82,Literature
丁玲集,7501514747,15.5,丁玲,知识出版社,          ,,207页     ,I266,1,0,1,75.82,Literature
万物归一,9787559823168,45.0,（美）狄勒德著,广西师范大学出版社,2022,桂林,110页,I712.65,1,0,1,1.01,Literature
三体Ⅲ,9787229030933,38.0,刘慈欣,重庆出版社,2010.11   ,重庆,513页     ,I247.5,1,0,1,17.01,Literature
三十六大,9787533935030,36.0,冯唐著,浙江文艺出版社,2012.11   ,杭州,186页     ,I267.1,0,0,0,,Literature
三国演义.上,9787020008728,20.0,(明)罗贯中著,人民文学出版社,2017.05   ,北京,463-990页 ,I242.4,1,0,1,29.21,Literature
不原谅也没关系,9787571425517,89.0,(美)沃克著,北京科学技术出版社,2023,北京,344页,R749.05,1,0,1,61.96,General / Misc
不安之书,9787559656797,78.0,佩索阿著,北京联合出版公司,2022,北京,488页,I552.65,1,0,1,11.13,Literature
世界金融史,9787111711612,79.0,（日）板谷敏彦著,机械工业出版社,2022,北京,352页,F831.9,1,0,1,1.67,Social Sciences
世间万数,9787559664372,98.0,(法)莱宁著,北京联合出版公司,2022,北京,"13,441页",O1-49,1,0,1,0.74,Science
东京八平米,9787542678652,79.0,(日)吉井忍 著,上海三联书店,2022,上海,305页 : 图，彩照,I313.65,1,0,1,34.76,Literature
中世纪欧洲,9787513939720,92.0,"(英)克里斯·威克姆 (Wickham, Chris) 著",民主与建设出版社,2022,北京,482页 : 彩图，地图,K503,0,0,0,,Social Sciences
中国传统色：故宫里的色彩美学 ,9787521716054,168.0,郭浩 (文化) 著, 中信出版集团股份有限公司, 2020,北京 ,"13,279页 : 彩图 ",J063,1,0,1,3.2,Arts
中国现当代文学名篇十五讲,9787301216507,59.0,陈思和 著,北京大学出版社,2013.2,北京,,I206.6,1,0,1,0.63,Literature
中文A文学课程文学分析指导,9789620447327,132.0,吴星华,三联国际汉语,,香港,171,IB-1-CH-1,0,0,0,,Literature
临床精神药理学手册 ,9787301295151,208.0,"(美)萨茨伯格 (Schatzberg, Alan F.) 著", 北京大学出版社, 2018,北京 ,550页 ,R964-62,1,0,1,12.22,General / Misc
为什么伟大不能被计划,9787500173625,79.0,"(美)肯尼斯·斯坦利(Stanley, Kenneth)",中译出版社,2023,北京,295页,TP18,2,0,2,51.0,Science
为什么那是艺术:当代艺术的美学和批评,9787558027932,118.0,(美)巴雷特著;徐文涛等译,江苏凤凰美术出版社,2018.08   ,南京,551页     ,J0,1,0,1,68.85,Arts
为奴十二年,9787532774050,48.0,(美)诺萨普著　蒋漫译,上海译文出版社,2017,上海,272,I712.44,0,0,0,,Literature
丽达与天鹅 : 叶芝诗歌新译详注,9787307224520,48.0,"(爱尔兰)叶芝 (Yeats, William Butler 1865~1939) 著",武汉大学出版社,2022,武汉,"39,13,460页 : 图，照片",I562.25,1,0,1,16.67,Literature
买办的女儿,9787533962951,69.0,赵柏田著,浙江文艺出版社,2022,杭州,446页,I247.5,1,0,1,1.16,Literature
乱世佳人 ·上,9787532751273,44.5,(美)米切尔著,上海译文出版社,2010,上海,2册(1105页),I712.45,1,0,1,12.84,Literature
二十首情诗和一首绝望的歌,9787544270779,39.5,(智)聂鲁达著,南海出版公司,2014.6,海口,289页,I784.25,0,0,0,,Literature
云边有个小卖部,9787540487645,42.0,张嘉佳著,湖南文艺出版社,2018.07   ,长沙,306页     ,I247.5,1,0,1,253.97,Literature
五号屠场,9787555913139,59.9,（美）库尔特.冯内古特著 ,河南文艺出版社 ,2022,郑州 ,229页 ,I712.45,1,0,1,155.8,Literature
亚里士多德的世界,9787544729741,39.0,"英 巴恩斯 Barnes, J.(著)",译林出版社,2013,南京,156 ,B502.233,0,0,0,,General / Misc
人人都该懂的科学简史 ,9787572208539,59.9,"(英)肖恩·F. 约翰斯顿 (Johnston, Sean F.) 著", 浙江教育出版社, 2020,杭州 ,244页 : 图 ,N091,1,0,1,7.22,General / Misc
人人都该懂的艺术,9787213096587,62.9,(加)劳里·施耐德·亚当斯(Laurie Schneider Adams)著 ,浙江人民出版社,2020,杭州,277页,J-49,1,0,1,0.78,Arts
人人都该懂的认识论,9787213096648,59.9,(加)罗伯特·马丁(Robert M. Martin)著 ,浙江人民出版社,2020,杭州,243页,B017,1,0,1,0.79,General / Misc
人形爱情故事,9787513353465,69.0,（英）珍妮特.温特森著 ,新星出版社 ,2024,北京 ,346页 ,I561.45,1,0,1,49.84,Literature
人性实验：改变社会心理学的28项研究,9787300289601,99.0,(美) 弗雷著,中国人民大学出版社 ,2021,北京,366,C912.6-0,1,0,1,0.78,General / Misc
人鼠之间,9787532158690,29.0,(美)斯坦贝克著;李天奇译,上海文艺出版社,2016.01   ,上海,105页     ,I712.45,0,0,0,,Literature
什么是数学:对思想和方法的基本研究(中文版第四版),9787309128109,60.0,"(美)科朗,罗宾著;斯图尔特修订;左平,张饴慈",复旦大学出版社,2017.03   ,上海,582页     ,O1-49,0,0,0,,Science
仲夏之死,9787532764778,46.0,(日)三岛由纪夫著,上海译文出版社,2014.04   ,上海,251页     ,I313.45,1,0,1,175.93,Literature
伊斯坦布尔三城记 ,9787542667076,138.0,"(英)贝塔妮·休斯 (Hughes, Bettany) 著", 上海三联书店, 2019,上海 ,650页 : 图 ,K937.4,1,0,1,72.82,Social Sciences
优雅的辩论：关于15个社会热点问题的激辩,9787300214528,55.0,"(美)布鲁斯·N.沃勒 (Waller, Bruce N.) 著", 中国人民大学出版社, 2015,北京 ,338页 ,C913-53,0,0,0,,General / Misc
伦敦围城,9787020142125,39.0,（美）詹姆斯著,人民文学出版社,2021,北京,122页,I712.44,1,0,1,29.21,Literature
伦敦国家美术馆,9787544750387,59.8,(意)塔拉布拉编,译林出版社,2014.12   ,南京,162页     ,J156.1-28,0,0,0,,Arts
你在逃避什么,9787115587848,59.8,(美)弗雷德里克森著,人民邮电出版社,2022,北京,218页,B84-49,1,0,1,,General / Misc
侦探伽利略 ,9787544295369,49.5,(日)东野圭吾 (1958~) 著, 南海出版公司, 2019,海口 ,244页 ,I313.45,1,0,1,12.91,Literature
倾城之恋,9787530218624,49.5,张爱玲著,北京十月文艺出版社,2019,北京,328 ,I246.7,2,0,2,63.05,Literature
假面山庄,9787530217559,45.0,(日)东野圭吾著,北京十月文艺出版社,2018.01   ,北京,230页     ,I313.45,1,0,1,44.01,Literature
做一杯美味咖啡,9787559203908,68.0,堀口俊英,北京美术摄影出版社,2020,北京,167页,TS273,1,0,1,96.11,Science
