Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
如何听爵士 ,9787550287327,45.0,"(美)特德·焦亚 (Gioia, Ted) 著", 北京联合出版公司, 2018,北京 ,248页 ,J609.15,2,1,3,117.03,Arts
如何屠龙：中世纪英雄冒险指南,9787559668684,88.0,(美)凯特琳·史蒂文森 ,北京联合出版公司 ,2023,北京 ,"17,222页 ",K109,0,0,0,,Social Sciences
如何解读中世纪艺术,9787535691828,78.0,"(美)温迪·A. 斯坦 (Stein, Wendy A.) 著",湖南美术出版社,2020,长沙,135页 : 彩图,J150.093,1,0,1,,Arts
"如果在冬夜,一个旅人",9787544722292,58.0,(意)卡尔维诺著;萧天佑译,译林出版社,2016.12   ,南京,300页     ,I546.45,1,0,1,56.83,Literature
妇女、家庭与法律实践,9787559843937,68.0,赵刘洋,广西师范大学出版社,2021,桂林,283页,D929.49,1,0,1,,Social Sciences
存在主义咖啡馆:自由、存在和杏子鸡尾酒,9787559610782,88.0,(美)贝克韦尔,北京联合出版公司,2018.01   ,北京,563页     ,B085,1,0,1,78.02,General / Misc
宏观经济学 ,9787300276311,79.0,"(美)N. 格里高利·曼昆 (Mankiw, N. Gregory) 著", 中国人民大学出版社, 2020,北京 ,454页 ,F015,1,0,1,128.8,Social Sciences
对称与不对称 ,9787521727531,52.0,"(美)李政道 (Lee,Tsung-Dao 1926.11~) 著", 中信出版集团股份有限公司, 2021,北京 ,193页 : 图 ,O342,1,0,1,7.93,Science
射雕英雄传 .一,9787546213347,36.0,金庸 (1924~2018) 著, 广州出版社, 2013,广州 ,4册(1383页) : 图 ,I247.5,0,0,0,,Literature
小姨多鹤 ,9787506390507,29.0,(美)严歌苓 (女， 1958~) 著, 作家出版社, 2016,北京 ,321页 ,I247.5,1,0,1,,Literature
小岛经济学,9787508672960,48.0,(美)彼得著;胡晓姣译,中信出版社,2017.03   ,北京,298页     ,F0-49,1,0,1,40.83,Social Sciences
小径分岔的花园,9787532762897,35.0,(阿根廷)博尔赫斯著;王永年译,上海译文出版社,2015.11   ,上海,99页      ,I783.45,2,1,3,36.1,Literature
小说课,9787020156894,49.0,毕飞宇著,人民文学出版社,2020,北京,237页,I106.4,1,0,1,,Literature
局外人,9787532751471,22.0,(法)加缪著;柳鸣九译,上海译文出版社,2015.04   ,上海,128页     ,I565.45,1,0,1,66.8,Literature
山音,9787544265027,49.0,(日)川端康成 (1899~1972) 著,南海出版公司,2013,海口,259页,I313.45,1,1,2,,Literature
崩溃 -社会如何选择成败兴亡,9787532755127,68.0,"(美)戴蒙德 (Diamond, Jared) 著", 上海译文出版社, 2011,上海 ,"25,659页 : 图，照片 ",K02,0,0,0,,Social Sciences
巨流河,9787108056184,79.0,齐邦媛著,生活·读书·新知三联书店,2016,北京,398页,I247.5,2,0,2,1.82,Literature
巴黎圣母院,9787020137404,45.0,雨果著;陈敬容译,人民文学出版社,2018      ,北京,523页     ,I565.44,2,0,2,,Literature
希望之线,9787544262705,59.0,（日）东野圭吾著,南海出版公司,2021,海口,294页,I313.45,2,0,2,21.7,Literature
希腊前的哲学,9787100187718,75.0,（美）米罗普著,商务印书馆,2020,北京,320页,B302,1,0,1,51.93,General / Misc
平凡的世界 .第一部,9787530221396,46.0,路遥著,北京十月文艺出版社,2021,北京,428,I247.5,1,0,1,25.61,Literature
广东,9787520420105,79.0,澳大利亚Lonely Planet公司著,中国地图出版社,2020,北京,357页,K928.965,1,0,1,,Social Sciences
康德哲学讲演录,9787100185431,56.0,邓晓芒著,商务印书馆,2020,北京,336页,B516.31,0,0,0,,General / Misc
建筑与文化,9787513565202,20.0,（英）巴兰坦 著,外语教学与研究出版社 ,2015,北京 ,193页 ,TU-861,1,0,1,,Science
弃长安,9787545566062,68.0,张明扬著,天地出版社,2022,成都,312页,K242.205,0,0,0,,Social Sciences
弦理论,9787562490234,29.0,(美)古布泽著,重庆大学出版社,2017.05   ,重庆,222页     ,O41,1,0,1,61.1,Science
微积分的力量,9787521723298,69.0,"(美)史蒂夫·斯托加茨 (Strogatz, Steven) 著",中信出版社,2021,北京,371页；图,O172-49,1,0,1,14.89,Science
德国简史,9787544286107,35.0,（美）帕米利著,南海出版公司,2018,海口,196页,K516.09,1,0,1,165.98,Social Sciences
心流:最优体验心理学,9787508675534,49.0,(美)契克森米哈赖著;张定绮译,中信出版社,2017.12   ,北京,381页     ,B84-49,0,0,0,,General / Misc
快乐的死,9787532168750,39.0,"(法)阿尔贝·加缪 (Camus, Albert 1913~1960) 著",上海文艺出版社,2019,上海,149页,I565.45,1,0,1,70.8,Literature
"思考,快与慢",9787508633558,69.0,"(美)卡尼曼著,李爱民,何梦莹译",中信出版社,2016.06   ,北京,424页     ,F069.9-49,2,0,2,47.43,Social Sciences
怪诞行为学,9787508680965,48.0,(美)艾瑞里著,中信出版社,2017,北京,"28,325页",F069.9-49,1,0,1,38.86,Social Sciences
"怪诞行为学. 2, 非理性的积极力量",9787508681436,45.0,"(美)丹·艾瑞里 (Ariely, Dan) 著",中信出版集团股份有限公司,2017,北京,"18,250页",F069.9,2,1,3,40.83,Social Sciences
"怪诞行为学. 3, 非理性的你",9787508680972,42.0,"(美)丹·艾瑞里 (Ariely, Dan) 著",中信出版集团股份有限公司,2017,北京,231页 : 图,F069.9,1,0,1,4.98,Social Sciences
"怪诞行为学. 4, 诚实的真相",9787508681481,45.0,"(美)丹·艾瑞里 (Ariely, Dan) 著",中信出版集团股份有限公司,2017,北京,"28,222页",F069.9,1,0,1,24.08,Social Sciences
"怪诞行为学. 6, 非凡的决定",9787521711981,49.0,"(美)丹·艾瑞里 (Ariely, Dan) 著",中信出版集团股份有限公司,2019,北京,200页 : 图,F069.9,1,0,1,38.86,Social Sciences
总结：毛姆创作生涯回忆录,9787532785520,52.0,（英）毛姆著,上海译文出版社有限公司,2021,上海,285页,I561.55,1,0,1,,Literature
情书,9787544292870,45.0,(日)岩井俊二著,南海出版公司,2018,海口,180页,I313.45,1,0,1,,Literature
惜别,9787559457493,52.0,(日)太宰治著,江苏凤凰文艺出版社,2021,南京,242页,I313.45,1,1,2,,Literature
想呀想呀想不停,9787555024941,49.8,（日）吉竹伸介著,海峡文艺出版社,2020 2021重印,福州,121页,I313.65,1,0,1,,Literature
想象的共同体 : 民族主义的起源与散布,9787208138490,58.0,"(美)本尼迪克特·安德森 (Anderson, Benedict 1936~) 著",上海人民出版社,2016,上海,"15,20,263页",D091.5,1,0,1,,Social Sciences
成为波伏瓦 ,9787521723427,78.0,"(英)凯特·柯克帕特里克 (Kirkpatrick, Kate 1984~) 著", 中信出版集团股份有限公司, 2021,北京 ,427页 : 照片 ,K835.655.6,0,0,0,,Social Sciences
我们为什么爱音乐 ,9787573902740,58.0,(美)莱维廷著,浙江科学技术出版社,2023,杭州,374页 : 图,B849,2,1,3,117.03,General / Misc
我是猫,9787532752645,38.0,(日)夏目漱石著,上海译文出版社,2011,上海,407页,I313.44,0,0,0,,Literature
战争中没有女性,9787521717808,69.0,"(白俄)S. A. 阿列克谢耶维奇 (Алекс?ев?ч, СвятланаАляксандра?на 1948~) 著",中信出版社,2021,北京,421页,I511.45,2,1,3,97.25,Literature
才女之累：李清照及其接受史,9787532582112,78.0,"(美)艾朗诺 (Egan, Ronald C.) 著", 上海古籍出版社, 2017,上海 ,363页 ,I207.23,1,0,1,56.0,Literature
拉斐尔：柔美与和谐,9787559631282,98.0,(法)西尔维·吉拉尔－拉戈斯 著, 北京联合出版公司, 2019,北京 ,111页 : 彩图 ,J205.546,1,0,1,8.26,Arts
拍电影时我在想的事 ,9787544294041,88.0,(日)是枝裕和 (1962~) 著, 南海出版公司, 2018,海口 ,354页 : 图，照片 ,I313.65,1,1,2,,Literature
拼贴城市 Collage city,9787560898292,128.0,罗,同济大学出版社,2021,上海,367 ,TU-021,1,0,1,74.1,Science
拿起就放不下的经济学,9787502854911,68.0,张江生著,地震出版社,2023,北京,303页,F0-49,1,0,1,4.98,Social Sciences
推拿,9787020164257,59.0,毕飞宇著,人民文学出版社,2008 2022印,北京,290页,I247.5,1,0,1,,Literature
数学珍宝集,9787519295998,59.0,（美）安德烈埃斯库著,世界图书出版有限公司北京分公司,2022,北京,253页,O1-44,1,0,1,,Science
文学批评入门,9787576004441,54.0,汤拥华 (1976~) 著,华东师范大学出版社,2020,上海,300页,I06,1,0,1,,Literature
文学术语词典,9787301249987,138.0,(美)艾布拉姆斯著;吴松江译,北京大学出版社,2014.10   ,北京,865页     ,I-61,1,0,1,61.78,Literature
文学理论入门,9787544729666,39.0,(美)卡勒著;李平译,译林出版社,2013.01   ,南京,143页     ,I0,1,0,1,165.1,Literature
文明的崩塌:公元前1177年的地中海世界,9787508691183,58.0,(美)克莱因著;贾磊译,中信出版社,2018.11   ,北京,317页     ,K12,0,0,0,,Social Sciences
新艺术的自然与曲线,9787552029864,178.0,心安工作室著,上海社会科学院出版社,2020,上海,427页,J509.1,1,0,1,,Arts
新迁移,9787500172048,98.0,康纳,中译出版社,2023,北京,360页,C924.1,1,0,1,,General / Misc
无依之地,9787559433022,39.0,（美）布鲁德著,江苏凤凰文艺出版社,2019,南京,326页,D771.28,3,0,3,84.0,Social Sciences
无影犯人,9787533966645,56.0,(日)坂口安吾著,浙江文艺出版社,2022,杭州,336页,I313.45,0,0,0,,Literature
无用的神学,9787559850850,88.0,夏可君著,广西师范大学出版社,2022,桂林,608页,B1-03,1,0,1,0.02,General / Misc
无神话，不艺术！,9787547743270,198.0,（英）戴尔著,北京日报出版社,2022,北京,352页,J051,1,0,1,8.26,Arts
日军“慰安妇”研究,9787512636217,68.0,苏智良著,团结出版社,2015 2021重印,北京,376页,K313.46,3,2,5,56.98,Social Sciences
日本之镜,9787542662019,69.0,（荷）布鲁玛,上海三联书店,2018,上海,297页,G131.3,1,0,1,,General / Misc
日本近代思想史,9787513938990,58.0,鹿野政直著,民主与建设出版社有限责任公司,2022,北京,316页,B313.4,1,1,2,59.1,General / Misc
时尚中的数学 ,9787030567475,49.0,(美)西蒙斯 (数学) 著, 科学出版社, 2018,北京 ,62页 : 彩图，彩照 ,O1-49,1,0,1,,Science
普林斯顿微积分读本,9787115435590,99.0,"(美)班纳 (Banner, Adrian ) 著",人民邮电出版社,2016,北京,648页,O172,0,0,0,,Science
曹禺戏剧选 ,9787530221020,69.8,曹禺 (1910~1996) 著, 北京十月文艺出版社, 2021,北京 ,598页 ,I234,0,0,0,,Literature
月亮和六便士,9787538754858,27.0,(英)毛姆著 苏福忠译,时代文艺出版社,2017.09   ,长春,256页     ,I561.45,1,0,1,5.63,Literature
本巴,9787544787932,59.0,刘亮程著,译林出版社,2022,南京,319页,I247.5,1,0,1,1.92,Literature
杀死一只知更鸟,9787544766500,58.0,(美)李著,译林出版社,2017(2019.1重印),南京,,I712.45,3,1,4,94.58,Literature
权力精英 ,9787569915006,78.0,"(美)C. 赖特·米尔斯 (Mills, Chales Wright 1916~1962) 著", 北京时代华文书局, 2019,北京 ,"10,401页 : 照片 ",D771.261,3,0,3,84.0,Social Sciences
查拉图斯特拉如是说,9787532787067,58.0,(德)尼采著　黄明嘉译,上海译文出版社,2021,上海,411,B516.47,0,0,0,,General / Misc
树犹如此,9787549563517,68.0,白先勇著,广西师范大学出版社,2015.03   ,桂林,392页     ,I267,1,0,1,6.96,Literature
棋王树王孩子王 ,9787539990583,38.0,阿城 (1949~) 著, 江苏凤凰文艺出版社, 2016,南京 ,179页 : 照片 ,I247.57,1,0,1,56.0,Literature
橘子不是唯一的水果,9787559614711,49.0,(英)温特森著;于是译,北京联合出版公司,2018.04   ,北京,259页     ,I561.4,0,0,0,,Literature
檀香刑,9787533946647,56.0,莫言著,浙江文艺出版社,2017.1,杭州,418页,I247.5,1,0,1,30.79,Literature
歌剧,9787807680307,43.0,（英）佩蒂特著,生活·读书·新知三联书店,2014,北京,144页,J809.1,0,0,0,,Arts
武曌,9787520121521,59.0,（美）罗汉著,社会科学文献出版社,2018,北京,"10,264页",K827,1,1,2,6.99,Social Sciences
民国太太的厨房 ,9787508664163,52.0,李舒 (女，新闻学) 著, 中信出版集团股份有限公司, 2016,北京 ,244页 : 图，地图 ,I247.8,1,0,1,,Literature
汪曾祺小说集. 鸡鸭名家 ,9787538756388,38.0,汪曾祺 (1920~1997) 著, 时代文艺出版社, 2018,长春 ,372页 ,I247,1,0,1,,Literature
"汪曾祺散文集, 人间知味 ",9787538756579,38.0,汪曾祺 (1920~1997) 著, 时代文艺出版社, 2018,长春 ,361页 : 彩图 ,I267,1,0,1,,Literature
沉默的大多数,9787530220368,59.0,王小波著,北京十月文艺出版社,2021,北京,227页,I267.1,1,0,1,90.27,Literature
法兰西宗教战争,9787507554588,92.0,（英）阿姆斯特朗著,华文出版社,2021,北京,354页,B929.565,0,0,0,,General / Misc
法律,9787544755054,39.0,(英)瓦克斯著;殷源源译,译林出版社,2016.04   ,南京,167页     ,D90,3,0,3,84.0,Social Sciences
波提切利：优雅栖身,9787559631299,98.0,(法)米里耶勒·内沃 著, 北京联合出版公司, 2019,北京 ,111页 : 彩图 ,J205.546,1,0,1,8.26,Arts
流浪地球2 电影制作手记,9787521749724,122.0,朔方 主编 编著,中信出版集团股份有限公司,2023,北京,475页 : 图，照片,J905.2,0,0,0,,Arts
浮出历史地表 : 现代妇女文学研究,9787301293577,59.0,孟悦 (1956~) 著,北京大学出版社,2018,北京,291页,I206.7,1,0,1,20.64,Literature
浮士德,9787532752607,78.0,歌德,上海译文出版社,2011,上海,"18,10,562页",I516.34,5,0,5,129.14,Literature
海明威文集(12),9787532781584,66.0,（美）海明威著,上海译文出版社有限公司,2019,上海,250页,I712.15,1,0,1,83.0,Literature
海明威文集(13),9787532781584,66.0,（美）海明威著,上海译文出版社有限公司,2019,上海,218页,I712.15,1,0,1,170.99,Literature
海明威文集(14),9787532781584,66.0,（美）海明威著,上海译文出版社有限公司,2019,上海,180页,I712.15,1,0,1,12.98,Literature
海明威文集(15),9787532781584,66.0,（美）海明威著,上海译文出版社有限公司,2019,上海,326页,I712.15,1,0,1,12.98,Literature
海明威文集(9),9787532781584,66.0,（美）海明威著,上海译文出版社有限公司,2019,上海,153页,I712.15,1,0,1,12.98,Literature
深度学习 ,9787115461476,168.0,"(美)伊恩·古德费洛 (Goodfellow, Ian) 著", 人民邮电出版社, 2017,北京 ,"10,500页 ",TP181,2,1,3,50.72,Science
清末民国人口贩卖与家庭生活,9787208170841,89.0,任思梅著,上海人民出版社,2022,上海,427页,D693.98,1,0,1,,Social Sciences
灿烂千阳,9787208072107,49.0,"(美)胡赛尼 (Hosseini, Khaled 1965~) 著", 上海人民出版社, 2007,上海,428页 ,I712.45,1,0,1,,Literature
爱弥儿 .上卷,9787100132237,49.5,"(法)卢梭 (Rousseau, Jean-Jacques 1712~1778) 著", 商务印书馆, 2017,北京 ,2册(897页) ,G40-095.65,1,0,1,,General / Misc
爱弥儿 .下卷,9787100132237,49.5,"(法)卢梭 (Rousseau, Jean-Jacques 1712~1778) 著", 商务印书馆, 2017,北京 ,2册(897页) ,G40-095.65,1,0,1,,General / Misc
牛奶可乐经济学,9787550292505,49.9,(美)弗兰克著;闾佳译,北京联合出版公司,2017.01   ,北京,230页     ,F0-49,0,0,0,,Social Sciences
牛奶可乐经济学 2,9787550292512,49.9,(美)罗伯特·弗兰克(Robert H. Frank)著 ,北京联合出版公司,2017,北京,248页,F0-49,2,1,3,63.99,Social Sciences
牛奶可乐经济学 4,9787213094842,69.9,(美)罗伯特·弗兰克(Robert H. Frank)著,浙江人民出版社,2020,杭州,268页,F0-49,1,0,1,41.84,Social Sciences
牛奶可乐经济学3,9787550297715,49.9,(美)罗伯特·弗兰克 著,北京联合出版公司,2017.1,北京,226页,F0-49,1,0,1,38.89,Social Sciences
王氏之死 : 大历史背后的小人物命运,9787549506897,56.0,"(美)史景迁 (Spence, Jonathan D. 1936~2021) 著",广西师范大学出版社,2011,桂林,"17,189页 : 图",D691.9,2,1,3,66.4,Social Sciences
现代拉丁美洲文学,9787544781015,39.0,(美)埃切维里亚著,译林出版社,2020,南京,126页 : 图，地图,I730.65,2,0,2,43.86,Literature
现代日本 ,9787544742382,39.0,"英 戈托-琼斯 Goto-Janes, C.(著)",南京 译林出版社 2014,2014,南京,147照片 ,K931.3,1,0,1,,Social Sciences
现代生活的画像：马奈及其追随者艺术中的巴黎,9787534459030,79.0,"(英)T. J. 克拉克 (Clark, T. J. 1943~) 著", 江苏美术出版社, 2013,南京 ,503页 : 图，照片 ,J205.1,1,0,1,22.79,Arts
生而为女,9787572610011,68.0,(英)鲁本霍德著,湖南文艺出版社,2023,长沙,355页,I712.55,0,0,0,,Literature
略萨谈博尔赫斯 : 与博尔赫斯在一起的半个世纪,9787020173686,50.0,"(秘)马里奥·巴尔加斯·略萨 (Vargas Liosa, Mario 1936~) 著",人民文学出版社,2022,北京,112页,I783.065,1,0,1,6.87,Literature
白夜行,9787544291163,59.6,(日)东野圭吾著,南海出版公司,2017.07   ,海口,598页     ,I313.45,1,0,1,0.05,Literature
白杨木的春天,9787555910411,35.0,吕新著,照片,2020,郑州,222页,I247.5,1,0,1,2.88,Literature
百鬼夜行 : 全画集,9787547048290,68.0,(日)鸟山石燕 (1712~1788) 绘,万卷出版公司,2018,沈阳,301页,J231,1,0,1,,Arts
直到时间的尽头,9787573008459,79.0,（美）格林著,海南出版社,2023,海口,513页,O4,1,0,1,,Science
社会心理学,9787115410047,128.0,(美)迈尔斯著;侯玉波译,人民邮电出版社,2016.08   ,北京,707页     ,C912.6,2,0,2,46.71,General / Misc
社会的麦当劳化,9787300312590,59.0,（美）里茨尔著,中国人民大学出版社,2023,北京,370页,C91,1,0,1,,General / Misc
神曲,9787532752522,42.0,（意）但丁著,上海译文出版社,2011,上海,695页,I546.23,1,0,1,,Literature
神经漫游者,9787539951331,32.0,(美)吉布森著,江苏文艺出版社,2013.08   ,南京,325页     ,I712.45,1,0,1,32.8,Literature
秋园 ,9787559640666,38.0,杨本芬 (女， 1940-) 著, 北京联合出版公司, 2020,北京 ,264页 ,I247.5,2,0,2,2.6,Literature
种在走廊上的苹果树,9787224138122,35.0,残雪 ,陕西人民出版社 ,2020,西安 ,168页 ,I247.5,1,0,1,8.79,Literature
科学发现的逻辑 ,9787810836074,60.0,"(英)波普尔 (Popper, Karl Raimund 1902~1994) 著", 中国美术学院出版社, 2008,杭州 ,"18,483页 ",N02,1,0,1,,General / Misc
科学哲学,9787544732765,39.0,"(英)奥卡沙著,韩广忠译",译林出版社,2015.11   ,南京,139页     ,N02,1,0,1,110.96,General / Misc
穆夏：新艺术大师,9787559633620,98.0,(法)法比耶纳·艾丽斯 (Biena Alice) 著, 北京联合出版公司, 2019,北京 ,111页 : 图 ,J205.514,1,0,1,1.01,Arts
穆斯林的葬礼,9787530222362,68.0,霍达著,北京十月文艺出版社,2022,北京,620页,I247.5,4,1,5,26.67,Literature
穷人的理财经 ,9787547312230,45.0,"(美)默多克 (Morduch, Jonathan) 著", 东方出版中心, 2018,上海 ,293页 ,F830.59,1,0,1,112.25,Social Sciences
空海,9787571015473,88.0,（意）佩里西著,湖南科学技术出版社,2022,长沙,"23,317页",P74,0,0,0,,General / Misc
窄门,9787568287500,33.0,(法）纪德著,北京理工大学出版社有限责任公司,2021,北京,180页,I565.45,1,0,1,26.95,Literature
站城一体开发.II：TOD46的魅力,9787559111760,120.0,日建设计站城一体开发研究会,辽宁科学技术出版社,2019,沈阳,207 ,TU984.313,1,0,1,,Science
第一哲学沉思录,9787532788446,78.0,（法）笛卡尔著,上海译文出版社有限公司,2022,上海,174页,B565.21,1,0,1,165.98,General / Misc
第三个女郎,9787513321259,39.0,（英）克里斯蒂著,新星出版社,2018.4,,261,I561.45,2,0,2,90.27,Literature
第三帝国,9787570210817,39.0,（英）伯利著,长江文艺出版社,2020,武汉,446页,K516.44,3,2,5,48.96,Social Sciences
第二性 Ⅱ,9787532749676,68.0,(法)波伏瓦著;郑克鲁译,上海译文出版社,2011.09   ,上海,614页     ,C913.68,1,0,1,20.85,General / Misc
第十一根手指,9787559639486,48.0,法医秦明著,北京联合出版公司,2020,北京,300页,I247.5,0,0,0,,Literature
简单统计学,9787210098416,58.0,(美)史密斯著;刘清山译,江西人民出版社,2018.01   ,南昌,365页     ,C8,0,0,0,,General / Misc
粒子物理论,9787111543428,89.0,(美)大卫著;王青译,机械工业出版社,2016.10   ,北京,353页     ,O572.2,3,0,3,17.56,Science
索拉里斯星 ,9787544782173,49.0,"(波)斯坦尼斯瓦夫·莱姆(Lem, Stanislaw) 著", 译林出版社, 2021,南京 ,254页 ,I513.45,1,0,1,70.74,Literature
红与黑,9787532751228,35.0,(法)司汤达著,上海译文出版社,2010,上海,"18,537页",I565.44,1,0,1,,Literature
纳博科夫文学讲稿三种·唐吉坷德讲稿,9787532778423,90.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,287页     ,I106,1,1,2,57.19,Literature
"经济学原理, 微观经济学分册 ",9787301256909,72.0,"(美)曼昆 (Mankiw, N. Gregory) 著", 北京大学出版社, 2015,北京 ,"10,543页 : 图，照片 ",F0,1,0,1,128.8,Social Sciences
经济学的世界 ,9787121367113,128.0,"(英)泰吉万·帕丁格 (Pettinger, Tejvan) 著", 电子工业出版社, 2019,北京 ,320页 : 图，照片 ,F0-49,1,0,1,38.86,Social Sciences
给青年的二十七堂文学课,9787513136891,39.8,叶圣陶著,开明出版社,2017.10   ,北京,204页     ,I-49,1,0,1,165.1,Literature
维特根斯坦与《逻辑哲学论》,9787559851833,108.0,（英）莫里斯著,广西师范大学出版社,2022,桂林,520页,B561.59,1,0,1,86.99,General / Misc
罗素 ,9787108067081,32.0,"(英)罗宾逊 (Robinson, David) 文", 生活·读书·新知三联书店, 2020,北京 ,177页 : 图 ,B561.54,1,0,1,86.99,General / Misc
罪与罚,9787532778188,41.0,(俄)陀思妥耶夫斯基著,上海译文出版社,2018.08   ,上海,532页     ,I512.44,1,0,1,86.18,Literature
置身事内 ,9787208171336,65.0,兰小欢著, 上海人民出版社, 2021,上海 ,330页 ,D630.1,0,0,0,,Social Sciences
美国,9787520412025,198.0,澳大利亚Lonely Planet公司著,中国地图出版社,2019,北京,1343页,K971.29,0,0,0,,Social Sciences
美术与世界,9787569323924,59.8,周利明,西安交通大学出版社,2022,西安,352页,J1,1,0,1,22.79,Arts
耶鲁大学公开课,9787550238954,39.8,(美)史密斯著,北京联合出版公司,2015.02   ,北京,299页     ,D0,3,0,3,84.0,Social Sciences
脑研究的新大陆：一位德国工程师与一位中国科学家之间的对话,9787544490207,68.0,顾凡及 著, 上海教育出版社有限公司, 2019,上海 ,"168,147页 : 图 ",Q983,1,0,1,,Science
脑髓地狱,9787547057827,78.0,(日) 梦野久作著, 万卷出版公司 ,2022.1,沈阳,379页,I313.45,1,1,2,,Literature
腓特烈大王 ,9787559831323,29.0,"(德)约翰内斯·库尼施 (Kunisch ,Johannes) 著", 广西师范大学出版社, 2021,桂林 ,149页 : 图 ,K516.42,1,1,2,6.95,Social Sciences
自我的探寻,9787559664518,49.0,戴军著,北京联合出版公司,2022,北京,208页,B84-065,1,1,2,,General / Misc
舞台灯光设计概要,9787104020578,46.0,冯德仲著,中国戏剧出版社,2007.08   ,北京,200页     ,J814.4,1,0,1,30.56,Arts
色情,9787305209062,72.0,（法）巴塔耶著,南京大学出版社,2019,南京,442页,B0,1,0,1,174.92,General / Misc
苏菲的世界,9787506390903,58.0,(挪)贾德著;萧宝森译,作家出版社,2017.03   ,北京,520页     ,I533.45,0,0,0,,Literature
荷马史诗·奥德赛,9787020158287,59.0,（古希腊）荷马著,人民文学出版社,1997 2020印,北京,560页,I545.22,0,0,0,,Literature
荷马笔下的诸神与人类德行,9787522204079,89.0,（美）阿伦斯多夫著,华夏出版社有限公司,2023,北京,321页,B502,0,0,0,,General / Misc
营销管理,9787521742213,158.0,"科特勒 (Kotler, Philip) (Kotler, Philip)(著);凯勒 (Keller, Kevin Lane) (Keller, Kevin Lane)(著);切尔内夫 (Chernev, Alexander) (Chernev, Alexander)(著)",北京中信出版集团股份有限公司2022,2022,北京,"27,666图 ",F713.56,1,0,1,105.93,Social Sciences
蓝,9787559659132,48.0,（美）尼尔森著,北京联合出版公司,2022,北京,167页,I712.65,0,0,0,,Literature
蓝色列车之谜,9787513338097,42.0,（英）克里斯蒂著,新星出版社,2022,北京,278页,I561.45,0,0,0,,Literature
藏地密码,9787559429438,49.99,何马著, 江苏凤凰文艺出版社, 2018,南京 ,285页 ,I247.5,0,0,0,,Literature
西南联大哲学课,9787545558371,58.0,冯友兰 (1895~1990) 著,天地出版社,2021,成都,370页 : 图，照片,B2,0,0,0,,General / Misc
西南联大诗词课,9787545565836,58.0,闻一多 (1899~1946) 著,天地出版社,2021,成都,378页 : 照片,I207.2,2,0,2,130.02,Literature
西班牙史,9787553513720,29.8,伯尔奈克,上海文化出版社,2019,上海,187页,K551,1,0,1,21.62,Social Sciences
西西弗神话:散论荒诞,9787532775859,32.0,(法)加缪著　沈志明译,译文出版社,2017,上海,160,B565.59,1,0,1,,General / Misc
观云识天 ：英国国家气象局带你读懂天空的表情,9787571402563,69.0,"(英)理查德·哈姆林 (Hamblyn, Richard) 著", 北京科学技术出版社, 2021,北京 ,"12,139页 : 彩图 ",P426.5,0,0,0,,General / Misc
许子东现代文学课,9787542662583,69.0,许子东 (1954~) 著,上海三联书店,2018,上海,425页,I209.6,1,0,1,,Literature
论灵魂,9787100019163,29.0,（阿拉伯）伊本.西那著,商务印书馆 ,1963 1995重印,北京 ,"32,287页 ",B371,1,0,1,,General / Misc
论自由,9787502055394,35.0,（英）密尔著,煤炭工业出版社,2017,北京,274页,D081,1,0,1,,Social Sciences
语法修辞讲话,9787100092388,58.0,吕叔湘著,商务印书馆,2013,北京,416页,H14,1,0,1,52.69,Language
费曼经典 : 一个好奇的探险人生,9787559661272,108.0,"(美)理查德·P.费曼(Feynman, Richard P. )著",北京联合出版公司,2022,北京,556页,K837.126.11,0,0,0,,Social Sciences
走近艺术史,9787513564847,20.0,（英）阿诺德著 ,外语教学与研究出版社 ,2015,北京 ,"16,175页 ",J110.9,1,0,1,,Arts
转角遇见社会学,9787301322116,69.0,（加）约翰斯顿著,北京大学出版社,2021,北京,"12,412页",C91,1,0,1,,General / Misc
达·芬奇密码,9787020126132,75.0,(美)布朗著,人民文学出版社,2017      ,北京,439页     ,I712.45,1,0,1,43.03,Literature
过往,9787533964337,45.0,艾伟著,浙江文艺出版社,2021,杭州,156页,I247.5,1,0,1,,Literature
这就是社会学,9787545477283,52.0,(日)堀内进之介,广东经济出版社,2021,广州,269,C91,2,0,2,24.15,General / Misc
遮蔽的天空,9787559418371,49.0,(美)鲍尔斯著;阳曦译,江苏凤凰文艺出版社,2018.08   ,南京,370页     ,I712.45,2,0,2,71.08,Literature
都柏林人,9787532773442,32.0,(爱尔兰)乔伊斯著;王逢振译,上海译文出版社,2016.10   ,上海,230页     ,I562.45,1,1,2,57.85,Literature
重症监护室的故事 ,9787544783545,68.0,"(英)马特·摩根(Morgan, Matt) 著",译林出版社, 2021,南京 ,"12,277页 ",R459.7,1,0,1,,General / Misc
金阁寺,9787530218525,49.5,(日)三岛由纪夫著;代珂译,北京十月文艺出版社,2018.10   ,北京,273页     ,I313.45,1,0,1,,Literature
金陵十三钗 ,9787506398541,39.0,(美)严歌苓 (女， 1958~) 著, 作家出版社, 2018,北京 ,206页 ,I712.45,1,0,1,,Literature
钢铁帝国 : 普鲁士的兴衰,9787508679778,88.0,"(英)克里斯托弗·克拉克 (Clark, Christopher 1960~) 著", 中信出版集团股份有限公司, 2018,北京 ,674页 : 地图，图 ,K516.3,1,0,1,165.98,Social Sciences
