Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
(PBC)A Treatise of Human Nature,9780140432442.0,63.0,David Hume,penguin uk,1985-10-31,英国,,128,1,0,1,31.81,General / Misc
(PBC)Essays and Letters,9780140447088.0,63.0,Friedrich Holderlin,penguin uk,2004-08-26,英国,,838.60,1,0,1,4.91,Literature
(PBC)Nature and Selected Essays,9780142437629.0,52.0,Ralph Waldo Emerson,penguin uk,2001-01-01,英国,,814.3,0,0,0,,Literature
(PMC)The Trial,9780241197790.0,35.0,"Kafka, Franz",Penguin UK,2019-08-06,英国,,833.91,1,0,1,3.56,Literature
1453君士坦丁堡之战,9787520107921.0,86.0,(英)克劳利著,上海科学技术文献出版社,2017.09   ,上海,500页     ,K546.3,1,0,1,50.67,Social Sciences
1844年经济学哲学手搞,9787010130033.0,48.0,马克思著,人民出版社,2016.10   ,北京,325页     ,A811.21,1,0,1,6.81,General / Misc
1973年的弹子球,9787532765522.0,47.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,290页     ,I313.45,1,0,1,0.0,Literature
1Q84.BOOK1,9787544292894.0,49.6,(日)村上春树著,南海出版公司,2018.06   ,海口,392页     ,I313.45,0,0,0,,Literature
21：太空漫游,9787532170692.0,62.0,(英)克拉克著,上海文艺出版社,2019,上海,275页,I561.45,0,0,0,,Literature
24个比利,9787508691664.0,48.0,(美)凯斯著,中信出版集团股份有限公司,2018,北京,432页,I712.45,1,0,1,,Literature
3年人类迁徙史,9787218155913.0,118.0,(英) 科恩著,广州 广东人民出版社 2023,2023,广州,251,C922.1,1,0,1,,General / Misc
5 Things to Do with a Penknife,9781911216865.0,37.0,Matt Collins,Pavilion Books,2017-08-03,英国,,621.93,1,0,1,1.99,Science
55 Successful Harvard Law Essays （2nd Edition）,9781250047236.0,50.0,Staff of the Harvard Crimson,Square Fish,2014-07-08,美国,,340.07,1,0,1,66.58,Social Sciences
5分钟怪诞数学 : 那些看似不可能的生活真相,9787572208522.0,48.0,(德)克里斯蒂安·黑塞,浙江教育出版社,2021,杭州,205页,O1-49,1,0,1,,Science
A Brief History of Time,9780553380163.0,120.0,"Hawking, Stephen",Bantam,1998-09-01,,224,523.1 ,1,0,1,46.06,Science
A Farewell to Arms: The Special Edition,9780099582564.0,28.0,Ernest Hemingway,Random House UK,2020-02-26,英国,,813.52,0,0,0,,Literature
A Game of Thrones,9780007448036.0,45.7,"Martin, George R. R.",,,,801,813.54,0,0,0,,Literature
A Tale of Two Cities,9780785839835.0,42.0,Charles Dickens,Chartwell Books,2021-10-19,英国,,823.8,1,0,1,3.02,Literature
A Theory of Justice: Original Edition,9780674017726.0,196.0,"Rawls, John",Harvard University Press,2005-04-30,美国,,320.01,1,0,1,9.33,Social Sciences
A Thousand Splendid Suns,9781594483073.0,35.0,Khaled Hosseini,Penguin USA,2008-05-06,美国,,813.6,2,1,3,30.09,Literature
A glossary of literary terms,9781285465067.0,375.0,"Abrams, M. H. (Meyer Howard), 1912-; Harpham, Geoffrey Galt, 1946-",Cengage Learning,2015,USA,430,803,1,0,1,,Literature
A portrait of the artist as a young man,9780143108245.0,49.0,JamesJoyce,Penguin USA,2016-05-24,美国,,823.91,1,0,1,42.26,Literature
"A tree grows in Brooklyn, : a novel",9780060736262.0,41.0,"Smith, Betty",Harpercollins,2005,New York,493,813.52,2,0,2,47.9,Literature
ABC谋杀案,9787513341790.0,42.0,"(英)阿加莎·克里斯蒂 (Christie, Agatha 1890~1976) 著",新星出版社,2020,北京,235页,I561.45,1,0,1,23.81,Literature
AI经济,9787213100970.0,109.0,(英)布特尔著,浙江人民出版社,2021,杭州,352页,F0-39,1,0,1,,Social Sciences
ALMA Junior Classics:The Canterville Ghost and Other Stories(Secondary-school 12+),9781847496126.0,36.0,"Wilde, Oscar",Alma Books,2016-12-01,英国,,428.6,1,1,2,,Language
Accounting 11,9781507202920.0,65.0,"Cagan, Michele",Adams Media Corporation,2017-05-09,New York,272,657,1,0,1,0.02,Science
Advice for a Young Investigator,9780262681506.0,87.0,Ramon y Cajal,MIT Press,1999-01-01,美国,,507.2,1,0,1,,Science
Alexander Hamilton,9780143034759.0,145.0,"Chernow, Ron",,,,,973.40,0,0,0,,Social Sciences
All The Light We Cannot See,9781501173219.0,68.0,Anthony Doerr,Scribner Book,2017-04-04,美国,,813.6,1,0,1,,Literature
All the bright places,9780385755917.0,70.0,"Niven, Jennifer",Ember,2015,New York,388,813.6,0,0,0,,Literature
Alma Classics: Sense and Sensibility,9781847494849.0,23.0,Austen Jane,Alma Books,2015-07-15,英国,,823.7,1,0,1,32.97,Literature
Alma Classics:Tales of Horror,9781847496096.0,32.0,Edgar Allan Poe,Alma Books,,UK,311,813.3,1,0,1,6.13,Literature
Alma Classics：The Years,9781847498663.0,39.0,Virginia Woolf,ALMA BOOKS,2021-09-24,英国,,823.91,0,0,0,,Literature
Among Others,9781472106537.0,32.0,Jo Walton,Little Brown UK,2013-03-21,英国,,823.91,1,0,1,,Literature
Amusing Ourselves to Death[娱乐至死],9780143036531.0,94.0,"Postman, Neil[尼尔·波兹曼]",PENGUIN GROUP,2006      ,NEW YORK,184页     ,302.234,2,0,2,37.39,Social Sciences
Anna Karenina,9780140449174.0,65.0,Leo Tolstoy,Macmillan,2006.12,UK,,891.733,1,0,1,30.19,Literature
Applied Business,9781408504338.0,232.0,Andrew Hammond,[出版者不详],2009      ,[出版地不,247页     ,IB-3-EB-8,0,0,0,,Social Sciences
Art : the definitive visual history,9780241629031.0,181.0,DK,,,,,709,1,0,1,,Arts
Art Song in English: High Voice: 50 Songs by 21 American and British Composers,9781423418313.0,400.0,"Kimball, Carol",Boosey &amp; Hawkes Inc,2007-01-01,,192 页,780,1,0,1,,Arts
Artists : their lives and works,9780241226186.0,113.0,"
&nbsp;
",,,,,709.2,1,0,1,15.21,Arts
Atlas Shrugged,9780451191144.0,39.0,Ayn Rand,Berkley Books,1996-09-01,美国,,813.52,0,0,0,,Literature
BIOLOGY,72919345.0,12.0,,McGrawHill,          ,USA,955页     ,IB-4-BI-2,0,0,0,,Science
Babel-17/Empire Star,9780575094208.0,37.0,Samuel R. Delany,Orion Publishing Group,2010-03-29,英国,,813.54,2,0,2,7.59,Literature
Bantam Classics: Fifty Great Short Stories,9780553277456.0,15.0,Milton Crane,Bantam Classics,1983-08-01,美国,,808.83,0,0,0,,Literature
Bantam Classics：Frankenstein,9780553212471.0,51.0,Mary Shelley,Bantam Classics,1984-05-01,美国,,823.7,0,0,0,,Literature
Bantam Classics：Jane Eyre,9780553211405.0,13.0,Charlotte Bronte,Bantam Classics,1983-09-01,美国,,823.8,1,0,1,24.62,Literature
Bantam Classics：King Lear,9780553212976.0,13.0,William Shakespeare,Bantam Classics,1988-01-01,美国,,822.33,1,0,1,24.62,Literature
Bantam Classics：Pride And Prejudice,9780553213102.0,13.0,Jane Austen,Bantam Classics,1983-12-01,美国,,823.7,1,0,1,45.98,Literature
Bantam Classics：The Three Musketeers,9780553213379.0,19.0,Alexandre Dumas,Bantam Classics,1984-06-01,美国,,843.7,0,0,0,,Literature
Bantam Classics：Wuthering Heights,9780553212587.0,10.0,Emily Bronte,Bantam Classics,1983-10-01,美国,,823.8,2,1,3,33.9,Literature
Barron's 巴朗 AP美国历史,9787519224035.0,78.0,(美)瑞斯尼克著,世界图书出版公司,2017      ,北京,518页     ,IB-3-H-3,0,0,0,,Social Sciences
Barron's巴朗SAT 16 专著 = Barron's SAT 16,9787519211202.0,70.0,卡尔内瓦莱,世界图书出版公司北京公司,2016,北京,"15,453 ",IB-7-R.B-1,1,0,1,,General / Misc
Before I Fall,9780340980903.0,45.0,Lauren Oliver,Hodder,2010-07-22,英国,,813.6,1,0,1,32.15,Literature
Biology : a global approach,9781292341637.0,588.0,"Campbell, Neil A., 1946-2004; Reece, Jane B.; Urry, Lisa A.; Cain, Michael L. 1956-","Campbell, Urry, Cain, Wasserman, Minorsky, Orr",2021,USA,1345,IB-4-BI-2,0,0,0,,Science
Biology Option A: Neurobiology and Behaviour SL&HL,9781910689066.0,122.0,Ashby Merson-Dabies,OSC,2015,UK,49,IB-4-BI-2,1,1,2,48.01,Science
Biology for Edexel International GCSE Workbook,9781510405653.0,48.0,"Erica Larkcom,Roger Delpech,Kathy Evans",Hodder Education,2017      ,UK.,95p.      ,IB-4-BI-2,0,0,0,,Science
Biology for the IB Diploma,9780198393511.0,225.0,Andrew Allott,[出版者不详],2014      ,[出版地不,202页     ,IB-4-BI-2,1,0,1,,Science
Biology for the IB Diploma Exam Preparation Guide,9781107495685.0,275.0,Brenda Walpole,,          ,,248页     ,IB-4-BI-2,0,0,0,,Science
Biology for the IB Diploma Study and Revision Guide,9781471899706.0,203.0,Andrew Davis C.J.Clegg,Hodder Education,2017      ,UK.,320p.     ,IB-4-BI-2,1,0,1,,Science
Biology for the IB Diploma Workbook with CD-ROM,9781316646090.0,194.0,"Broderick, Matthew",Cambridge University Press,2017-08-31,,218,IB-4-BI-2,1,0,1,,Science
"Book of Laughter and Forgetting, The",9780571174379.0,51.0,Milan Kundera,Faber and Faber,1996-05-20,英国,,891.86,1,0,1,18.06,Literature
Born a crime : stories from a South African childhood,9780399588198.0,120.0,"Noah, Trevor, 1984-",Karl Blessing Verlag GmbH,2016,New York,288,791.450,1,1,2,82.01,Arts
Botero,9783836548823.0,110.0,"Hanstein, Mariana",Taschen,2017-10-31,,96,700,1,0,1,6.07,Arts
Breaking dawn,9781907410512.0,75.0,"Meyer, Stephenie,","Atom,",2010      ,London,702 pages ,813.6,1,0,1,41.73,Literature
Brief Answers to the Big Questions,9781473695993.0,49.0,Stephen Hawking,John Murray Publisher,2020-03-05,英国,,500,1,0,1,66.58,Science
Calvino: Invisible Cities,9781784871888.0,45.0,Italo Calvino,Random House UK,2009-01-01,英国,,813.6,0,0,0,,Literature
Cambridge International AS &amp; A Level Further Mathematics Worked Solutions Manual with Cambridge Elevate Edition,9781108770187.0,306.0,"McKelvey, Lee; Crozier, Martin; James, Muriel",Cambridge University Press,2020-06-04,UK,252,AL-5-M-1,1,0,1,,General / Misc
Campbell Essential Biology (6th Edition),9780133917789.0,1060.0,Simon Dickey Hogan Reece,,          ,,452页     ,IB-4-BI-2,2,0,2,0.26,Science
Camus: The Plague,9780241980620.0,45.0,Albert Camus,Random House UK,2016-09-12,英国,,843.91,0,0,0,,Literature
Catch-22 : a novel,9780099529125.0,0.0,"Heller, Joseph; Buckley, Christopher, 1952-",VINTAGE,2011,London,536,813.54,0,0,0,,Literature
Chemistry for the IB Diploma Coursebook with Digital Access (2 Years) [With Access Code],9781009052658.0,398.0,"Owen, Steve",Cambridge University Press,2023-09-07,,704 页,IB-4-CH-3,1,0,1,13.84,Science
Chemistry for the IB Diploma Exam Preparation Guide,9781107495807.0,268.0,"Steve Owen,Chris Martin",Cambridge University Pre,2016      ,UK.,248p.     ,IB-4-CH-3,0,0,0,,Science
Chemistry for the Ib Diploma Coursebook,9781107622708.0,427.0,"Owen, Steve; Hoeben, Peter; Headlee, Mark",Cambridge University Press,2014-03-13,,600,IB-4-CH-3,0,0,0,,Science
Chemistry for the Ib Diploma Workbook With CD-ROM,9781316634950.0,181.0,"Paris, Jacqueline",Cambridge University Press,,,0,IB-4-CH-3,1,0,1,,Science
Children of Dune,9780593098240.0,68.0,"Herbert, Frank",Ace Books USA,2019,USA,609,813.54,1,0,1,,Literature
Chiltern Classic：Northanger Abbey,9781912714278.0,98.0,Jane Austen,Chiltern Publishing,2019-11-11,美国,,823.7,1,1,2,59.21,Literature
Chocolat,9780552998482.0,37.0,Joanne Harris,Black Swan Books,1999-03-04,英国,,823.91,1,0,1,11.08,Literature
Circe,9780316556323.0,88.0,"Miller, Madeline",Back Bay Books,2020-04-14,New York,393,813.6,0,0,0,,Literature
Collected Stories by Franz Kafka,9780679423034.0,78.0,Franz Kafka,Everyman’s Library USA,1993-10-26,美国,,833.91,0,0,0,,Literature
Comparative Literature: A Very Short Introduction,9780198807278.0,48.0,Ben Hutchinson,Oxford University Press UK,2018-05-22,英国,,809,1,0,1,7.26,Literature
Cracking the AP Physics C Exam,9781524710132.0,70.0,Princeton Review,Princeton Review,2017      ,New York,655p.     ,IB-4-PH-5,0,0,0,,Science
"Cracking the AP U.S. History Exam 219, Premium Edition: 5 Practice Tests + Complete Content Review (College Test Preparation)",9781524758158.0,101.0,The Princeton Review,Princeton Review,2018-08-06,,576,IB-3-H-3,0,0,0,,Social Sciences
DISAPPEARED,9781338312829.0,42.0,Francisco X. Stork,Arthur A.Levine Book,2019-10-01,美国,,813.6,0,0,0,,Literature
DK-Big Ideas：The Crime Book,9780241298961.0,73.0,Peter James,DK Publishing,2017-04-03,英国,,364.1,1,1,2,48.78,Social Sciences
DK-Big Ideas：The Law Book,9780241410196.0,89.0,DK,DK Publishing,2020-09-03,英国,,340.09,2,1,3,61.99,Social Sciences
DK-Big Ideas：The Shakespeare Book,9780241182611.0,95.0,Stanley Wells,DK Publishing,2015-07-15,英国,,822.33,0,0,0,,Literature
DP认识论课程学习指导,9789620447891.0,235.0,李康华等著,香港三聯書店,2021,香港,275,IB-7-TOK-1,1,0,1,15.96,General / Misc
Dadaism,9783836505628.0,87.0,"Elger, Dietmar",TASCHEN,2016-01-15,德国,,709.04,1,0,1,31.15,Arts
David and Goliath,9780141978956.0,34.0,Malcolm Gladwell,Penguin UK,2014-06-01,英国,,155.24,1,0,1,63.94,General / Misc
Disney's land : Walt Disney and the invention of the amusement park that changed the world,9781501190810.0,150.0,"Snow, Richard, 1947-",Scribner,2019,New York,408,791.068,0,0,0,,Arts
Disorder in the Court: Great Fractured Moments in Courtroom History,9780393319286.0,74.0,"DIXIT, AVINASH; NAL",W. W. Norton & Company,1999-08-17,美国,,347.73,2,1,3,32.42,Social Sciences
"Do It Today: Overcome Procrastination, Improve Productivity, and Achieve More Meaningful Things",9781983184529.0,151.0,Darius Foroux,Independently published,2018-06-20,,169 页,658,1,0,1,52.79,Science
Dopamine Nation: Finding Balance in the Age of Indulgence,9781524746728.0,105.0,Anna Lembke,Dutton Books,2021-08-24,美国,,152.42,1,0,1,161.0,General / Misc
Dreams of a Final Theory: The Scientists Search for the Ultimate Laws of Nature,9780679744085.0,79.0,Steven Weinberg,Vintage USA,1994-02-01,美国,,530,1,0,1,,Science
Dry,9781481481977.0,65.0,"Shusterman, Neal; Shusterman, Jarrod",Simon & Schuster,2018,New York,390,813.54,0,0,0,,Literature
Dubliners,9781847496317.0,32.0,James Joyce,ALMA BOOKS,2017-06-22,英国,,823.91,1,0,1,18.08,Literature
Duchamp,9783836534321.0,110.0,"Mink, Janis",Taschen,2017-01-11,,96,700,1,0,1,31.15,Arts
Dune,9780340960196.0,51.0,Frank Herbert,Hodder,2015-07-16,英国,,813.54,4,0,4,38.91,Literature
Economics 22 Edition,9781382004961.0,407.0,"Blink, Jocelyn",Oxford,,UK,540,IB-3-EB-7,0,0,0,,Social Sciences
Economics for the IB diploma. Coursebook,9781108847063.0,353.0,"Tragakes, Ellie",Cambridge University Press,2020,USA,679,IB-3-EB-8,2,1,3,,Social Sciences
Economics:HL&SL for the IB Diploma,9787547834541.0,180.0,"Huang Lechuan,Zhao Yidi",上海科学技术出版社,2017.04   ,上海,290p.     ,IB-3-EB-8,0,0,0,,Social Sciences
Educated : a memoir,9781984854858.0,75.0,"Westover, Tara",Random House US,2018,New York,334,270.092,1,1,2,58.09,Social Sciences
Educated: A Memoir,9780099511021.0,45.0,Tara Westover,Hutchinson,2018-11-02,英国,,270.092,1,1,2,61.58,Social Sciences
Elon Musk: How the Billionaire CEO of SpaceX and ...,9780753555644.0,75.0,"Vance, Ashlee",Ebury Publishing,2016-03-10,,416,338.7629,2,0,2,101.45,Social Sciences
Emma: V&A Collectors Edition,9780241432556.0,68.0,Jane Austen,penguin uk,2021-02-25,英国,,823.7,1,0,1,40.09,Literature
Emotional Design,9780465051366.0,55.0,Don Norman,Basic Books,2005-05-11,美国,,155.911,1,0,1,13.24,General / Misc
English B Course Companion,9780199129683.0,304.0,Kawther Saa'd AIDin,OXFORD,2012      ,NEW YORK,413页     ,IB-2-E-1,0,0,0,,Language
English B for the IB Diploma,9781107654228.0,325.0,Brad Philpot,[出版者不详],2013      ,[出版地不,366页     ,IB-2-E-1,0,0,0,,Language
Environment Systems and Societies 3rd Ed,9781292729541.0,567.0,"Davis, Andrew",Pearson,2024,London,928,IB-4-SC-1,1,0,1,189.0,Science
Environmental Systems and Societies,9781447990420.0,407.0,"Andrew Davis,Garrett Nagle",Pearson,2015      ,London,492p.     ,IB-4-SC-1,1,0,1,,Science
Environmental Systems and societies for the IB Diploma Study and Revision Guide,9781471899737.0,172.0,"Andrew Davis,Garrett Nagle",Hodder Education,2017      ,UK.,177p.     ,IB-4-SC-1,0,0,0,,Science
Essays and Aphorisms,9780140442274.0,41.0,Arthur Schopenhauer and R. J. Hollingdale,Penguin UK,2016-06-02,英国,,193,1,0,1,31.81,General / Misc
Exam Practice Workbook for Mathematics Analysis and Approaches HL,9781398321878.0,169.0,"Paul Fannon, Vesna Kadelburg, Stephen Ward",Hodder Education,2021-02-26,UK,224,IB-5-M-1,1,0,1,,Mathematics
Exam Practice Workbook for Mathematics Applications and Interpretation,9781398321885.0,169.0,"Fannon, Paul; Kadelburg, Vesna; Ward, Stephen",Hodder Education,2021-05-04,UK,248,IB-5-M-1,0,0,0,,Mathematics
FAHRENHEIT 451,345342968.0,35.0,"Bradbury, Ray,",Ballantine Books,          ,new york,190页     ,813.54,0,0,0,,Literature
False Justice: Eight Myths that Convict the Innocent,9781138783003.0,225.0,Petro,Routledge,2018-12-06,英国,,320.97,1,0,1,47.79,Social Sciences
Famous Last Words,9780545835626.0,42.0,Katie Alender,SCHOLASTIC US,2015-07-28,美国,,813.6,1,0,1,256.01,Literature
Fantastic Beasts: The Crimes of Grindelwald – The Original Screenplay PB,9780751578287.0,45.0,"Rowling, J.K.",Little Brown UK,2019-11-14,英国,,791.43,1,0,1,7.01,Arts
Fathers and Sons,9780141441337.0,52.0,Ivan Sergeevich  Turgenev,Penguin USA,2009-11-24,美国,,891.73,0,0,0,,Literature
Five Survive,9780593704899.0,51.0,"Jackson, Holly",Delacorte Press,2022-11-29,,0,823.92,1,0,1,18.86,Literature
Five feet apart,9781534437333.0,94.0,"Lippincott, Rachael; Daughtry, Mikki; Iaconis, Tobias, 1971-",Simon & Schuster,,New York,281,813.6,0,0,0,,Literature
Flipped,9780375811746.0,67.0,Wendelin Van Draanen,Random House US,2001-10-09,美国,,813.6,2,0,2,27.89,Literature
Folger Shakespeare Library：The Merchant of Venice,9780743477567.0,27.0,William Shakespeare,Square Peg,2004-01-01,美国,,822.33,1,1,2,,Literature
Foundations Edge,9780553293388.0,31.0,Isaac Asimov,Ballantine Books,1991-10-01,美国,,813.08,1,0,1,52.79,Literature
Frankenstein: The 1818 Text,9780143131847.0,39.0,Mary Shelley,Penguin USA,2018-01-16,美国,,823.7,0,0,0,,Literature
Freakonomics,9780061956270.0,60.0,Steven D. Levitt,HarperCollins Publishers Inc,2009-08-01,,336,330,2,0,2,36.73,Social Sciences
Further Mathematics further mechanics,9781510421806.0,238.0,"Jean-Paul Muscat, Sophie Goldie",Hodder,2018.03,英国,195,AL-5-M-1,1,0,1,,General / Misc
Further Mathematics further prob and stats,9781510421813.0,238.0,John du Feu,Hodder,2018.03,英国,,AL-5-M-5,1,0,1,,General / Misc
GAUGUIN,9783836532235.0,87.0,Ingo F. Walther,TASCHEN,2017-11-19,德国,,759.4,1,0,1,,Arts
"GUNS, GERMS, AND STEEL",393317552.0,12.48,"Diamond, Jared M.",[出版者不详],          ,New York,494页     ,303.4,0,0,0,,Social Sciences
Game theory : a very short introduction,9780199218462.0,32.0, Binmore,,,,,519.3,1,0,1,,Science
Getting Lost,9781913097004.0,61.0,Annie Ernaux,Fitzcarraldo Editions,2022-09-21,英国,,813.6,2,0,2,85.92,Literature
"Girl, woman, other",9780241984994.0,70.0,"Evaristo, Bernardine, 1959-",Penguin,2020,UK,453,823.914,1,0,1,39.82,Literature
Go Set a Watchman,9781784755287.0,30.0,"Lee, Harper",Cornerstone,2016-05-05,,288,813.54,1,0,1,6.24,Literature
Good Omens,9780552176453.0,47.0,Neil Gaiman,Yearling Books,2019-04-09,英国,,823.914,0,0,0,,Literature
Grammar 101,9781507203590.0,57.0,Kathleen Sears,Adams Media,2005-09-17,美国,,428.2,1,1,2,48.78,Language
Great Expectations,9781847493811.0,32.0,"Dickens, Charles",ALMA BOOKS,2014-10-15,英国,,823.8,2,0,2,42.39,Literature
HBRs 1 Must Reads on Strategy,9781422157985.0,103.0,Harvard Business Review,Harvard Business Review Press,2011-02-07,美国,,658.401,1,0,1,0.02,Science
"Hamilton : the revolution : being the complete libretto of the Broadway musical, with a true account of its creation, and concise remarks on hip-hop, the power of stories, and the new America",9781455539741.0,218.0,"Miranda, Lin-Manuel, 1980-; McCarter, Jeremy, 1976-",Grand Central,2016,New York,287,792,1,0,1,3.18,Arts
Hans Christian Andersen's Fairy Tales,9780141329017.0,29.95,retold by Naomi Lewis;illustrations by P,Puffin Books,2010      ,London,181p.     ,839.8136,1,0,1,25.9,Literature
Harry Potter and the Chamber of Secrets,9781408898154.0,102.0,"Rowling, J. K.",Bloomsbury UK,,,,823.914,1,0,1,13.25,Literature
Harry Potter and the Sorcerer's Stone,9781408883808.0,103.0,"Rowling, J. K.; Dellepiane Rawson, Alicia",Bloomsbury UK,,,,823.914,1,0,1,6.77,Literature
How We Live,9780679781400.0,58.0,Sherwin B. Nuland,Vintage USA,1998-05-26,美国,,612,1,0,1,54.85,Science
How the Brain Works: The Facts Visually Explained,9780241403372.0,172.0,Editorial Consultant: Rita Carter,DK,2020-03-03,,224 页,612.8,1,0,1,47.01,Science
"How to Make Small Talk: Conversation Starters, Exercises, and Scenarios",9781507204993.0,43.0,Melissa Wadsworth,Adams Media,2017-10-10,美国,,177.2,1,0,1,27.89,General / Misc
How to Stay Sane in an Age of Division : From the Booker shortlisted author of 1 Minutes 38 Seconds in This Strange World,9781788165723.0,26.0,Elif Shafak,Profile Books,2020-08-27,英国,,814.6,1,0,1,10.87,Literature
How to write about contemporary art,9780500291573.0,104.0,"Williams, Gilda",Thames & Hudson,2021,New York,264,808.066,1,0,1,,Literature
"Human, All Too Human",9780140446173.0,41.0,Friedrich Nietzsche,Penguin UK,2015-10-08,英国,,128,1,0,1,31.81,General / Misc
I Know This to Be True: Ruth Bader Ginsburg ( I Know This to Be True ),9781797200163.0,66.0,"Geoff Blackwell,Ruth Hobday",Chronicle Books,2020-03-24,美国,,347.73,2,0,2,37.6,Social Sciences
I have a dream,9787568905220.0,39.8,Tango著,重庆大学出版社,2017.05   ,重庆,1册       ,J228.2,1,0,1,10.8,Arts
IB Biology Higher Level for exams 216 + (OSC IB Revision Guides for the International Baccalaureate,9781907374968.0,324.0,Ashby Merson,,          ,,323页     ,IB-4-BI-2,0,0,0,,Science
IB Biology Student Workbook,9781927173930.0,360.0,,Biozone International Lt,2014      ,,450p.     ,IB-4-BI-2,1,0,1,,Science
IB Chemistry Higher Level for exams 216 + (OSC IB Revision Guides for the International Baccalaurea,9781910689004.0,324.0,Cameron Lumsden,,          ,,203页     ,IB-4-CH-3,0,0,0,,Science
IB Prepared:Approach your exams the IB way-Mathematics HL,1906345198.0,20.7,"David Harris,Irene Owen",IBO,          ,UK,185页     ,IB-5-M-1,0,0,0,,Mathematics
IBDP中文A文学课程专题拓展论文及个人口头评论优秀范例点评,9789620441417.0,128.0,"苏媛,李萍著",三联书店(香港)有限公司,2018      ,香港,249页     ,IB-1-CH-1,3,0,3,70.44,Literature
IBDP中文A文学课程试卷(1)7分范文点评,9789620437946.0,0.0,李萍,三联书店(香港)有限公司,2015      ,香港,246页     ,IB-1-CH-1,1,0,1,14.31,Literature
IBDP中文A课程文学知识小辞典（简体版）,9789620443329.0,145.0,李萍；彭振；苏媛,三联书店（香港）有限公司,2023年8月,香港,,IB-1-CH-1,1,0,1,,Literature
IBM和纳粹,9787218131559.0,68.0,"（美） 布莱克 Black, Edwin((美)埃德温·布莱克(Edwin Black)著)",广州 广东人民出版社 2018,2018,广州,456,K152,1,0,1,108.11,Social Sciences
IB中文A文学个人口试实例,9789811866760.0,103.0,贺一凡、解斐斐,  中華書局(新加坡), 2023-03-01,香港,155,IB-1-CH-1,1,0,1,108.71,Literature
INTRODUCTION TO TOPOLOGY,9780486663524.0,60.0,,DOVER,          ,USA,206页     ,IB-5-M-4,1,0,1,103.32,Mathematics
Ib Diploma Programme Biology 223 Edition Student Book,9781382016339.0,330.0,"Allott, Andrew; Mindorff, David","Oxford University Press, USA",2023-02-09,USA,816 页,IB-4-BI-2,1,0,1,,Science
Ib Diploma Programme Chemistry 2023 Edition Study Guide,9781382016568.0,288.0,"Neuss, Geoffrey",Oxford,2023-10-05,UK,201,IB-4-CH-3,1,0,1,83.04,Science
Ib Diploma Programme Physics 2023 Edition Study Guide,9781382016698.0,288.0,"Kirk, Tim","Oxford University Press, USA",2023-10-05,UK,216 页,IB-4-PH-5,0,0,0,,Science
Ib Diploma Programme Physics 223 Edition Student Book,9781382016599.0,330.0,"Homer, David; Heathcote, William; Pietka, Maciej","Oxford University Press, USA",2023-03-03,UK,720 页,IB-4-PH-5,3,2,5,199.76,Science
Identity,9780571195671.0,35.0,Milan Kundera,Faber and Faber,1999-04-19,英国,,891.86,1,0,1,5.18,Literature
If on a Winters Night a Traveler,9780156439619.0,45.0,Italo Calvino,Mariner Books,1982-10-20,美国,,853.91,0,0,0,,Literature
Il Duro,9780141398631.0,10.0,"Lawrence, D. H. (David Herbert), 1885-1930",PENGUIN BOOKS,,,,914.504,1,0,1,0.18,Social Sciences
In a Different Voice : Psychological Theory and Womens Development,9780674970960.0,122.0,Carol Gilligan,Harvard University Press,2016-08-30,美国,,305.42,0,0,0,,Social Sciences
Intermediate Counting & Probability,9781934124062.0,389.0,David Patrick,David Patrick,2007      ,U.S,386p.     ,IB-5-M-1,1,0,1,,Mathematics
Investing 11,9781440595134.0,45.0,Michele Cagan,Adams Media,2016-01-29,美国,,332.6,1,0,1,11.1,Social Sciences
Jane Austen,9780141397078.0,10.0,Peter Hainsworth,PENGUIN BOOKS,2019,New York,,823.7,1,0,1,2.95,Literature
Just Six Numbers: The Deep Forces That Shape the Universe,9780465036738.0,65.0,Martin Rees,Basic Books,2001-05-03,美国,,523.18,1,0,1,,Science
Kim,9780141442372.0,38.0,Rudyard Kipling,Penguin UK,2000-06-29,英国,,823.8,1,1,2,,Literature
Klara and the Sun,9780593311295.0,68.0,Kazuo Ishiguro,Knopf Publishing Group,2022-03-01,美国,,823.91,0,0,0,,Literature
Knowledge: A Very Short Introduction,9780199661268.0,38.0,"Nagel, Jennifer",Oxford University Press UK,2014-09-25,英国,,121,1,0,1,,General / Misc
K——英国情人,9787541144493.0,36.0,虹影著,四川文艺出版社,2017      ,成都,257页     ,I561.45,1,0,1,1.88,Literature
LBS:  12 Flush,9780241251478.0,10.0,Virginia Woolf,penguin uk,2016-03-03,英国,,823.91,0,0,0,,Literature
Languages: A Very Short Introduction,9780199590599.0,48.0,"Anderson, Stephen",Oxford University Press,2012-06-28,英国,,410,1,0,1,,Language
Lichtenstein,9783836532075.0,110.0,"Hendrickson, Janis",Taschen,2019-05-07,,96,700,1,0,1,31.15,Arts
Life is Elsewhere,9780571197774.0,35.0,"Kundera, Milan",Faber and Faber,2000-11-04,英国,,891.86,1,0,1,1.75,Literature
Line By Line: How To Edit Your Own Writing,9780395393918.0,77.0,Claire Kehrwald Cook,Houghton Mifflin Harcourt,1986-06-30,美国,,808.04,3,1,4,33.56,Literature
